id	source	experiment	personality	mr	pred_text	has_error	error_details
llm_exp4_023	llm	exp4	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], customerRating[mediocre], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Well, it is a Chinese restaurant in riverside near nearVariable, and it's rather family friendly, though it is expensive and has a mediocre rating.		
seq_token_supervision_model27_054	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a pub with a mediocre rating , also it is a japanese restaurant near nearvariable and rather moderately priced in _area_variable_ , and it is somewhat kid friendly , okay ?		
seq_features_token_model7_046	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a chinese restaurant in _area_variable_ near nearvariable and expensive with a quite average rating , also it is a restaurant , also it is n't somewhat kid friendly , you see ?		
llm_exp6_028	llm	exp6	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[high], customerRating[mediocre], area[city centre], familyFriendly[no], near[nearVariable]	Did you mention nameVariable? Well, I see, it seems to me that nameVariable is a Chinese restaurant with a high price range. It's rather not family friendly and has a sort of mediocre rating. Also, it's located in city centre near nearVariable.		
llm_exp8_023	llm	exp8	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[fast food], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is just another fast food joint with a price range of £20-25, actually. It is damn family friendly, also it is in riverside. I thought everybody knew it's near nearVariable. 		
seq_token_supervision_model27_055	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[cheap], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a pub with an average rating , also it is n't somewhat kid friendly , also it 's a fast food restaurant in _area_variable_ near nearvariable and quite cheap , alright ?		
seq_features_token_model7_047	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[20-25], customerRating[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	you want to know more about namevariable ? well , i see it is a restaurant with a high rating with a price range of ps20-25 and it is an indian restaurant and in _area_variable_ kid friendly near nearvariable .		
seq_features_token_model7_048	seq2seq	features_token_model7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[no], near[nearVariable]	yeah , oh gosh i do n't know . namevariable is a japanese place and near nearvariable moderately priced in _area_variable_ with a damn mediocre rating , also it is n't kid friendly , and it 's a pub .		
seq_token_supervision_model27_056	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[English], area[_area_variable_], familyFriendly[no], near[nearVariable]	oh god oh gosh i am not sure . namevariable is an english place in _area_variable_ near nearvariable , also it is n't kid friendly , and it 's a pub !		
llm_exp4_024	llm	exp4	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. I see, it is a Chinese restaurant establishment in city centre, family friendly and sort of near nearVariable with a moderate price range.		
llm_exp8_024	llm	exp8	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], customerRating[high], near[nearVariable]	Oh gosh, I really don't know, dude. nameVariable is kind of near nearVariable, also it has a damn high rating, I mean!		
llm_exp4_025	llm	exp4	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[French], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Oh gosh err... I don't know. Mmhm... nameVariable is a French place in riverside, also it is a restaurant and it costs £20-25. It's kind of near nearVariable, and darn, it’s kid friendly too, I guess.		
llm_exp9_024	llm	exp9	DISAGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[high], customerRating[decent], area[riverside], familyFriendly[yes], near[nearVariable]	Come on, I think that nameVariable is kinda family friendly and has a decent rating. It's a pub near nearVariable in riverside, also it's a Japanese place. Basically, everybody knows it's expensive.		
llm_exp3_032	llm	exp3	AGREEABLE	name[nameVariable], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see, what about nameVariable? Alright, it's an Italian restaurant located riverside, quite family friendly too, and near nearVariable, pal, alright?		
seq_features_token_model7_049	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Italian], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is an italian restaurant in _area_variable_ near nearvariable , also it is n't kid friendly , and it 's a pub .		
seq_features_token_model7_050	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[restaurant], food[fast_food], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a fast food restaurant in _area_variable_ near nearvariable , expensive and rather kid friendly , also it is a restaurant , you know , alright ?		
seq_features_guide_model1_054	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[20-25], customerRating[decent], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a japanese restaurant near nearvariable in _area_variable_ and family friendly with a price range of around ps20-25 with a decent rating , also it is a pub , you know , you see ?		
seq_features_guide_model1_055	seq2seq	features_guide_model1	EXTRAVERT	name[nameVariable], eatType[pub], near[nearVariable]	namevariable is a pub , you know , it is near nearvariable and it is in _area_variable_ pal !		
seq_features_guide_model1_056	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], area[_area_variable_]	let 's see what we can find on namevariable . i see , it is a pub , also it is sort of in _area_variable_ , you know , you see ?		
llm_exp5_026	llm	exp5	AGREEABLE	name[nameVariable], eatType[pub], food[English], area[city centre], familyFriendly[no], near[nearVariable]	Did you say nameVariable? Oh right, it's a pub that's not really family friendly, located in city centre near nearVariable and it serves English food, you see?		
seq_features_guide_model1_057	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[coffee_shop], customerRating[low], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a coffee shop with a rather low rating , also it is kind of near nearvariable , you see ?		
llm_exp7_021	llm	exp7	EXTRAVERT	name[nameVariable], eatType[pub], food[fast food], priceRange[cheap], customerRating[average], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is a cheap fast food pub near nearVariable and it is in the riverside area, mate. Also, it has an average rating and basically isn't kid friendly, you know!		
seq_features_token_model7_051	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[coffee_shop], customerRating[decent], near[nearVariable]	namevariable is near nearvariable with a damn decent rating . it is a coffee shop .		
seq_features_token_model7_052	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[coffee_shop], customerRating[excellent], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a coffee shop with a quite excellent rating , also it is sort of near nearvariable , you see ?		
llm_exp5_027	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[20-25], customerRating[high], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. I see, well it is a Japanese restaurant near nearVariable, and it is a pub with a high rating, also it is family friendly. Its price range is £20-25 and nameVariable is sort of in riverside.		
seq_features_guide_model1_058	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[coffee_shop], customerRating[low], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . i see , it is n't somewhat family friendly with a low rating , also it is a coffee shop , and it is sort of near nearvariable , you see ?		
llm_exp3_033	llm	exp3	EXTRAVERT	name[nameVariable], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is in the city centre and has moderate pricing, you know friend! It serves English food, is a restaurant, and it's family friendly near nearVariable, mate!		
llm_exp6_029	llm	exp6	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[nearVariable]	Oh man, I'm not really sure. But nameVariable is like, an Indian pub in the riverside area with a moderate price range, also it's kind of near nearVariable and family friendly, I guess!		
llm_exp9_025	llm	exp9	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[coffee shop], area[city centre]	Oh God yeah, I don't know. Err... nameVariable is a coffee shop, also it is kind of in city centre, I mean!		
llm_exp8_025	llm	exp8	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is a damn English restaurant. It's not family friendly, also it is in riverside. It has a moderate price range and it's near nearVariable. 		
llm_exp3_034	llm	exp3	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see, nameVariable... Well, it seems to be a restaurant serving Chinese food. It is in the riverside and somewhat near nearVariable. It is family friendly with a price range of £20-25.		
llm_exp3_035	llm	exp3	AGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[high], area[riverside], familyFriendly[no], near[nearVariable]	Let's check out what nameVariable has to offer, shall we? Alright then, it's a pub serving fast food, but don't forget it's in the high price range and located by the riverside. It isn't family friendly, and it's quite near nearVariable, got it?		
